"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0004519","MF","GO:0004519","endonuclease activity","6/620","162/22005",0.306720857895268,0.887792227103396,0.838841277238046,"PRORP2/NA/LIP2/RNE/RTL1/NA",6
"GO:0001228","MF","GO:0001228","DNA-binding transcription activator activity, RNA polymerase II-specific","3/620","69/22005",0.307925085180334,0.887792227103396,0.838841277238046,"NF-YC12/NF-YC4/AKS2",3
"GO:0004337","MF","GO:0004337","geranyltranstransferase activity","1/620","13/22005",0.31039910967832,0.887792227103396,0.838841277238046,"PSY",1
"GO:0015037","MF","GO:0015037","peptide disulfide oxidoreductase activity","1/620","13/22005",0.31039910967832,0.887792227103396,0.838841277238046,"ATGRXCP",1
"GO:0015038","MF","GO:0015038","glutathione disulfide oxidoreductase activity","1/620","13/22005",0.31039910967832,0.887792227103396,0.838841277238046,"ATGRXCP",1
"GO:0016778","MF","GO:0016778","diphosphotransferase activity","1/620","13/22005",0.31039910967832,0.887792227103396,0.838841277238046,"ATCRSH",1
"GO:0031956","MF","GO:0031956","medium-chain fatty acid-CoA ligase activity","1/620","13/22005",0.31039910967832,0.887792227103396,0.838841277238046,"AAE14",1
"GO:0032440","MF","GO:0032440","2-alkenal reductase [NAD(P)+] activity","1/620","13/22005",0.31039910967832,0.887792227103396,0.838841277238046,"AOR",1
"GO:0019205","MF","GO:0019205","nucleobase-containing compound kinase activity","2/620","41/22005",0.321955585420511,0.887792227103396,0.838841277238046,"NA/AMK2",2
"GO:0002161","MF","GO:0002161","aminoacyl-tRNA editing activity","1/620","14/22005",0.329840386142463,0.887792227103396,0.838841277238046,"EMB2247",1
"GO:0015645","MF","GO:0015645","fatty acid ligase activity","1/620","14/22005",0.329840386142463,0.887792227103396,0.838841277238046,"AAE14",1
"GO:0016251","MF","GO:0016251","RNA polymerase II general transcription initiation factor activity","1/620","14/22005",0.329840386142463,0.887792227103396,0.838841277238046,"HAF2",1
"GO:0016833","MF","GO:0016833","oxo-acid-lyase activity","1/620","14/22005",0.329840386142463,0.887792227103396,0.838841277238046,"DHNS",1
"GO:0070300","MF","GO:0070300","phosphatidic acid binding","1/620","14/22005",0.329840386142463,0.887792227103396,0.838841277238046,"PDE320",1
"GO:0004540","MF","GO:0004540","ribonuclease activity","6/620","168/22005",0.336504234706912,0.887792227103396,0.838841277238046,"PRORP2/NA/LIP2/RNE/CCR4c/RTL1",6
"GO:0060089","MF","GO:0060089","molecular transducer activity","7/620","201/22005",0.338729615598782,0.887792227103396,0.838841277238046,"ARK2/AtPHOT2/LecRK-I.3/RPS5/LecRK-V.9/ATCRY1/APRR5",7
"GO:0008171","MF","GO:0008171","O-methyltransferase activity","2/620","43/22005",0.342683613952975,0.887792227103396,0.838841277238046,"IGMT4/CHLM",2
"GO:0016854","MF","GO:0016854","racemase and epimerase activity","2/620","43/22005",0.342683613952975,0.887792227103396,0.838841277238046,"NDF5/EMB2728",2
"GO:0016893","MF","GO:0016893","endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters","4/620","105/22005",0.343265164799249,0.887792227103396,0.838841277238046,"PRORP2/NA/LIP2/RTL1",4
"GO:0016614","MF","GO:0016614","oxidoreductase activity, acting on CH-OH group of donors","7/620","202/22005",0.343297252105712,0.887792227103396,0.838841277238046,"ATCAD2/DRL1/AtPLR1/NA/G6PD1/ATSDH/NA",7
"GO:0001216","MF","GO:0001216","DNA-binding transcription activator activity","3/620","74/22005",0.346650630736994,0.887792227103396,0.838841277238046,"NF-YC12/NF-YC4/AKS2",3
"GO:0046915","MF","GO:0046915","transition metal ion transmembrane transporter activity","3/620","74/22005",0.346650630736994,0.887792227103396,0.838841277238046,"COPT2/emb1513/AtVTL5",3
"GO:0004033","MF","GO:0004033","aldo-keto reductase (NADP) activity","1/620","15/22005",0.348734431915355,0.887792227103396,0.838841277238046,"AtPLR1",1
"GO:0004161","MF","GO:0004161","dimethylallyltranstransferase activity","1/620","15/22005",0.348734431915355,0.887792227103396,0.838841277238046,"ATHST",1
"GO:0008061","MF","GO:0008061","chitin binding","1/620","15/22005",0.348734431915355,0.887792227103396,0.838841277238046,"NA",1
"GO:0008097","MF","GO:0008097","5S rRNA binding","1/620","15/22005",0.348734431915355,0.887792227103396,0.838841277238046,"NA",1
"GO:0030983","MF","GO:0030983","mismatched DNA binding","1/620","15/22005",0.348734431915355,0.887792227103396,0.838841277238046,"NA",1
"GO:0016278","MF","GO:0016278","lysine N-methyltransferase activity","2/620","44/22005",0.352972893953558,0.887792227103396,0.838841277238046,"NA/NA",2
"GO:0016279","MF","GO:0016279","protein-lysine N-methyltransferase activity","2/620","44/22005",0.352972893953558,0.887792227103396,0.838841277238046,"NA/NA",2
"GO:0045735","MF","GO:0045735","nutrient reservoir activity","2/620","44/22005",0.352972893953558,0.887792227103396,0.838841277238046,"ATGER2/NA",2
"GO:0071949","MF","GO:0071949","FAD binding","3/620","76/22005",0.362100496480382,0.887792227103396,0.838841277238046,"CTF2A/ATCRY1/ABA1",3
"GO:0008970","MF","GO:0008970","phospholipase A1 activity","1/620","16/22005",0.367096626195141,0.887792227103396,0.838841277238046,"NA",1
"GO:0019903","MF","GO:0019903","protein phosphatase binding","1/620","16/22005",0.367096626195141,0.887792227103396,0.838841277238046,"ATHDA14",1
"GO:0035250","MF","GO:0035250","UDP-galactosyltransferase activity","1/620","16/22005",0.367096626195141,0.887792227103396,0.838841277238046,"EMB2797",1
"GO:0019199","MF","GO:0019199","transmembrane receptor protein kinase activity","3/620","77/22005",0.369805166109314,0.887792227103396,0.838841277238046,"ARK2/LecRK-I.3/LecRK-V.9",3
"GO:0003746","MF","GO:0003746","translation elongation factor activity","1/620","17/22005",0.384941916647595,0.887792227103396,0.838841277238046,"emb2726",1
"GO:0004311","MF","GO:0004311","farnesyltranstransferase activity","1/620","17/22005",0.384941916647595,0.887792227103396,0.838841277238046,"PSY",1
"GO:0008574","MF","GO:0008574","ATP-dependent microtubule motor activity, plus-end-directed","1/620","17/22005",0.384941916647595,0.887792227103396,0.838841277238046,"NA",1
"GO:0015116","MF","GO:0015116","sulfate transmembrane transporter activity","1/620","17/22005",0.384941916647595,0.887792227103396,0.838841277238046,"AST91",1
"GO:0004601","MF","GO:0004601","peroxidase activity","4/620","112/22005",0.388152457181896,0.887792227103396,0.838841277238046,"APX6/TAPX/APX4/2-Cys",4
"GO:0000146","MF","GO:0000146","microfilament motor activity","1/620","18/22005",0.402284831495626,0.887792227103396,0.838841277238046,"ATM2",1
"GO:0004022","MF","GO:0004022","alcohol dehydrogenase (NAD+) activity","1/620","18/22005",0.402284831495626,0.887792227103396,0.838841277238046,"NA",1
"GO:0008146","MF","GO:0008146","sulfotransferase activity","1/620","18/22005",0.402284831495626,0.887792227103396,0.838841277238046,"NA",1
"GO:0008515","MF","GO:0008515","sucrose transmembrane transporter activity","1/620","18/22005",0.402284831495626,0.887792227103396,0.838841277238046,"AtSWEET11",1
"GO:0018455","MF","GO:0018455","alcohol dehydrogenase [NAD(P)+] activity","1/620","18/22005",0.402284831495626,0.887792227103396,0.838841277238046,"NA",1
"GO:0030898","MF","GO:0030898","actin-dependent ATPase activity","1/620","18/22005",0.402284831495626,0.887792227103396,0.838841277238046,"ATM2",1
"GO:0051117","MF","GO:0051117","ATPase binding","1/620","18/22005",0.402284831495626,0.887792227103396,0.838841277238046,"CLPR4",1
"GO:0005545","MF","GO:0005545","1-phosphatidylinositol binding","1/620","19/22005",0.419139491270616,0.887792227103396,0.838841277238046,"PICALM2b",1
"GO:0016861","MF","GO:0016861","intramolecular oxidoreductase activity, interconverting aldoses and ketoses","1/620","19/22005",0.419139491270616,0.887792227103396,0.838841277238046,"NA",1
"GO:0017069","MF","GO:0017069","snRNA binding","1/620","19/22005",0.419139491270616,0.887792227103396,0.838841277238046,"NA",1
"GO:0070122","MF","GO:0070122","isopeptidase activity","1/620","19/22005",0.419139491270616,0.887792227103396,0.838841277238046,"AMSH2",1
"GO:0080031","MF","GO:0080031","methyl salicylate esterase activity","1/620","19/22005",0.419139491270616,0.887792227103396,0.838841277238046,"ATMES3",1
"GO:0080032","MF","GO:0080032","methyl jasmonate esterase activity","1/620","19/22005",0.419139491270616,0.887792227103396,0.838841277238046,"ATMES3",1
"GO:0080161","MF","GO:0080161","auxin transmembrane transporter activity","1/620","19/22005",0.419139491270616,0.887792227103396,0.838841277238046,"LAX1",1
"GO:0097599","MF","GO:0097599","xylanase activity","1/620","19/22005",0.419139491270616,0.887792227103396,0.838841277238046,"ATBXL2",1
"GO:1990939","MF","GO:1990939","ATP-dependent microtubule motor activity","1/620","19/22005",0.419139491270616,0.887792227103396,0.838841277238046,"NA",1
"GO:0042578","MF","GO:0042578","phosphoric ester hydrolase activity","12/620","391/22005",0.42271806274848,0.887792227103396,0.838841277238046,"GDPDL2/GDPDL1/ATPGLP1/cfbp1/ATNUDX27/PPH1/NA/PP1-AT/NA/AtTLP18.3/NA/APE2",12
"GO:0016684","MF","GO:0016684","oxidoreductase activity, acting on peroxide as acceptor","4/620","118/22005",0.426305952617096,0.887792227103396,0.838841277238046,"APX6/TAPX/APX4/2-Cys",4
"GO:1901505","MF","GO:1901505","carbohydrate derivative transmembrane transporter activity","4/620","118/22005",0.426305952617096,0.887792227103396,0.838841277238046,"NA/ATPPT2/APE2/ATENT4",4
"GO:0008238","MF","GO:0008238","exopeptidase activity","3/620","85/22005",0.430619443058282,0.887792227103396,0.838841277238046,"scpl4/NA/scpl6",3
"GO:0004529","MF","GO:0004529","exodeoxyribonuclease activity","1/620","20/22005",0.435519620235058,0.887792227103396,0.838841277238046,"APE2",1
"GO:0004867","MF","GO:0004867","serine-type endopeptidase inhibitor activity","1/620","20/22005",0.435519620235058,0.887792227103396,0.838841277238046,"ATTI2",1
"GO:0005315","MF","GO:0005315","inorganic phosphate transmembrane transporter activity","1/620","20/22005",0.435519620235058,0.887792227103396,0.838841277238046,"ANTR1",1
"GO:0015154","MF","GO:0015154","disaccharide transmembrane transporter activity","1/620","20/22005",0.435519620235058,0.887792227103396,0.838841277238046,"AtSWEET11",1
"GO:0015157","MF","GO:0015157","oligosaccharide transmembrane transporter activity","1/620","20/22005",0.435519620235058,0.887792227103396,0.838841277238046,"AtSWEET11",1
"GO:0016895","MF","GO:0016895","exodeoxyribonuclease activity, producing 5'-phosphomonoesters","1/620","20/22005",0.435519620235058,0.887792227103396,0.838841277238046,"APE2",1
"GO:0017025","MF","GO:0017025","TBP-class protein binding","1/620","20/22005",0.435519620235058,0.887792227103396,0.838841277238046,"HAF2",1
"GO:0019902","MF","GO:0019902","phosphatase binding","1/620","20/22005",0.435519620235058,0.887792227103396,0.838841277238046,"ATHDA14",1
"GO:0047372","MF","GO:0047372","acylglycerol lipase activity","1/620","20/22005",0.435519620235058,0.887792227103396,0.838841277238046,"MAGL15",1
"GO:0004551","MF","GO:0004551","nucleotide diphosphatase activity","1/620","21/22005",0.45143855748565,0.887792227103396,0.838841277238046,"ATNUDX27",1
"GO:0005504","MF","GO:0005504","fatty acid binding","1/620","21/22005",0.45143855748565,0.887792227103396,0.838841277238046,"DIR1-like",1
"GO:0015020","MF","GO:0015020","glucuronosyltransferase activity","1/620","21/22005",0.45143855748565,0.887792227103396,0.838841277238046,"AtUGT85A5",1
"GO:0019104","MF","GO:0019104","DNA N-glycosylase activity","1/620","21/22005",0.45143855748565,0.887792227103396,0.838841277238046,"DML3",1
"GO:0032050","MF","GO:0032050","clathrin heavy chain binding","1/620","21/22005",0.45143855748565,0.887792227103396,0.838841277238046,"PICALM2b",1
"GO:0004185","MF","GO:0004185","serine-type carboxypeptidase activity","2/620","54/22005",0.452013924472742,0.887792227103396,0.838841277238046,"scpl4/scpl6",2
"GO:0004843","MF","GO:0004843","thiol-dependent ubiquitin-specific protease activity","2/620","54/22005",0.452013924472742,0.887792227103396,0.838841277238046,"AMSH2/OTU3",2
"GO:0004252","MF","GO:0004252","serine-type endopeptidase activity","4/620","123/22005",0.45762995122472,0.887792227103396,0.838841277238046,"SPPA/DEG5/CLPR4/DEG1",4
"GO:0046982","MF","GO:0046982","protein heterodimerization activity","4/620","123/22005",0.45762995122472,0.887792227103396,0.838841277238046,"HTA4/NF-YC12/NF-YB3/NF-YC4",4
"GO:0004518","MF","GO:0004518","nuclease activity","8/620","262/22005",0.459124871919597,0.887792227103396,0.838841277238046,"PRORP2/NA/LIP2/RNE/CCR4c/RTL1/APE2/NA",8
"GO:0004812","MF","GO:0004812","aminoacyl-tRNA ligase activity","2/620","55/22005",0.461452700104058,0.887792227103396,0.838841277238046,"EMB2247/EMB2761",2
"GO:0016875","MF","GO:0016875","ligase activity, forming carbon-oxygen bonds","2/620","55/22005",0.461452700104058,0.887792227103396,0.838841277238046,"EMB2247/EMB2761",2
"GO:0080044","MF","GO:0080044","quercetin 7-O-glucosyltransferase activity","2/620","55/22005",0.461452700104058,0.887792227103396,0.838841277238046,"AtUGT85A5/UGT88A1",2
"GO:0005507","MF","GO:0005507","copper ion binding","6/620","193/22005",0.461790576682467,0.887792227103396,0.838841277238046,"MLP329/RBCS1A/DRT112/PETE1/ATCCS/AtSOD2",6
"GO:0004565","MF","GO:0004565","beta-galactosidase activity","1/620","22/22005",0.466909267745789,0.887792227103396,0.838841277238046,"BGAL2",1
"GO:0005249","MF","GO:0005249","voltage-gated potassium channel activity","1/620","22/22005",0.466909267745789,0.887792227103396,0.838841277238046,"SKOR",1
"GO:0016832","MF","GO:0016832","aldehyde-lyase activity","1/620","22/22005",0.466909267745789,0.887792227103396,0.838841277238046,"AtFBA5",1
"GO:0043138","MF","GO:0043138","3'-5' DNA helicase activity","1/620","22/22005",0.466909267745789,0.887792227103396,0.838841277238046,"ATINO80",1
"GO:0140296","MF","GO:0140296","general transcription initiation factor binding","1/620","22/22005",0.466909267745789,0.887792227103396,0.838841277238046,"HAF2",1
"GO:0016747","MF","GO:0016747","transferase activity, transferring acyl groups other than amino-acyl groups","11/620","371/22005",0.474708556447286,0.887792227103396,0.838841277238046,"scpl4/NA/LIP2/NA/NA/ACT1/scpl6/ATNSI/AtNAA70/NA/NA",11
"GO:0015103","MF","GO:0015103","inorganic anion transmembrane transporter activity","4/620","126/22005",0.47614660725263,0.887792227103396,0.838841277238046,"AST91/ATPPT2/ATNRT2.6/ANTR1",4
"GO:0043130","MF","GO:0043130","ubiquitin binding","2/620","57/22005",0.480040525248805,0.887792227103396,0.838841277238046,"CHS3/NRG1.1",2
"GO:0070008","MF","GO:0070008","serine-type exopeptidase activity","2/620","57/22005",0.480040525248805,0.887792227103396,0.838841277238046,"scpl4/scpl6",2
"GO:0003756","MF","GO:0003756","protein disulfide isomerase activity","1/620","23/22005",0.481944351856129,0.887792227103396,0.838841277238046,"LQY1",1
"GO:0004177","MF","GO:0004177","aminopeptidase activity","1/620","23/22005",0.481944351856129,0.887792227103396,0.838841277238046,"NA",1
"GO:0004535","MF","GO:0004535","poly(A)-specific ribonuclease activity","1/620","23/22005",0.481944351856129,0.887792227103396,0.838841277238046,"CCR4c",1
"GO:0004568","MF","GO:0004568","chitinase activity","1/620","23/22005",0.481944351856129,0.887792227103396,0.838841277238046,"NA",1
"GO:0005267","MF","GO:0005267","potassium channel activity","1/620","23/22005",0.481944351856129,0.887792227103396,0.838841277238046,"SKOR",1
"GO:0005381","MF","GO:0005381","iron ion transmembrane transporter activity","1/620","23/22005",0.481944351856129,0.887792227103396,0.838841277238046,"AtVTL5",1
"GO:0016864","MF","GO:0016864","intramolecular oxidoreductase activity, transposing S-S bonds","1/620","23/22005",0.481944351856129,0.887792227103396,0.838841277238046,"LQY1",1
"GO:0016860","MF","GO:0016860","intramolecular oxidoreductase activity","2/620","58/22005",0.489185577475293,0.897196255631541,0.847726787902484,"NA/LQY1",2
"GO:0004620","MF","GO:0004620","phospholipase activity","2/620","59/22005",0.498229038235582,0.90587097861015,0.85592320535345,"NA/NA",2
"GO:0031625","MF","GO:0031625","ubiquitin protein ligase binding","2/620","59/22005",0.498229038235582,0.90587097861015,0.85592320535345,"ARK2/CBRLK1",2
"GO:0015079","MF","GO:0015079","potassium ion transmembrane transporter activity","2/620","60/22005",0.507169365853711,0.909802433126555,0.859637887941633,"KT12/SKOR",2
"GO:0032182","MF","GO:0032182","ubiquitin-like protein binding","2/620","60/22005",0.507169365853711,0.909802433126555,0.859637887941633,"CHS3/NRG1.1",2
"GO:0005546","MF","GO:0005546","phosphatidylinositol-4,5-bisphosphate binding","1/620","25/22005",0.510756286473374,0.909802433126555,0.859637887941633,"PICALM2b",1
"GO:0032451","MF","GO:0032451","demethylase activity","1/620","25/22005",0.510756286473374,0.909802433126555,0.859637887941633,"DML3",1
"GO:0004180","MF","GO:0004180","carboxypeptidase activity","2/620","61/22005",0.516005185778492,0.909802433126555,0.859637887941633,"scpl4/scpl6",2
"GO:0022843","MF","GO:0022843","voltage-gated cation channel activity","1/620","26/22005",0.524556609602878,0.909802433126555,0.859637887941633,"SKOR",1
"GO:0031491","MF","GO:0031491","nucleosome binding","1/620","26/22005",0.524556609602878,0.909802433126555,0.859637887941633,"HON4",1
"GO:0101005","MF","GO:0101005","ubiquitinyl hydrolase activity","2/620","62/22005",0.524735282417413,0.909802433126555,0.859637887941633,"AMSH2/OTU3",2
"GO:0140101","MF","GO:0140101","catalytic activity, acting on a tRNA","4/620","136/22005",0.535942039786341,0.909802433126555,0.859637887941633,"EMB2247/PRORP2/EMB2761/LIP2",4
"GO:0008135","MF","GO:0008135","translation factor activity, RNA binding","3/620","100/22005",0.537922746245019,0.909802433126555,0.859637887941633,"emb2726/APG3/ATPRFB",3
"GO:0015112","MF","GO:0015112","nitrate transmembrane transporter activity","1/620","27/22005",0.537968270827057,0.909802433126555,0.859637887941633,"ATNRT2.6",1
"GO:0015295","MF","GO:0015295","solute:proton symporter activity","1/620","27/22005",0.537968270827057,0.909802433126555,0.859637887941633,"ATUPS2",1
"GO:0015925","MF","GO:0015925","galactosidase activity","1/620","27/22005",0.537968270827057,0.909802433126555,0.859637887941633,"BGAL2",1
"GO:0046933","MF","GO:0046933","proton-transporting ATP synthase activity, rotational mechanism","1/620","27/22005",0.537968270827057,0.909802433126555,0.859637887941633,"ATPD",1
"GO:0016796","MF","GO:0016796","exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters","2/620","64/22005",0.541874191536322,0.909802433126555,0.859637887941633,"CCR4c/APE2",2
"GO:0030247","MF","GO:0030247","polysaccharide binding","2/620","64/22005",0.541874191536322,0.909802433126555,0.859637887941633,"WAKL7/RNE",2
"GO:0080043","MF","GO:0080043","quercetin 3-O-glucosyltransferase activity","2/620","64/22005",0.541874191536322,0.909802433126555,0.859637887941633,"AtUGT85A5/UGT88A1",2
"GO:0004866","MF","GO:0004866","endopeptidase inhibitor activity","1/620","28/22005",0.551002198940954,0.909802433126555,0.859637887941633,"ATTI2",1
"GO:0005384","MF","GO:0005384","manganese ion transmembrane transporter activity","1/620","28/22005",0.551002198940954,0.909802433126555,0.859637887941633,"AtVTL5",1
"GO:0008375","MF","GO:0008375","acetylglucosaminyltransferase activity","1/620","28/22005",0.551002198940954,0.909802433126555,0.859637887941633,"NA",1
"GO:0015114","MF","GO:0015114","phosphate ion transmembrane transporter activity","1/620","28/22005",0.551002198940954,0.909802433126555,0.859637887941633,"ATPPT2",1
"GO:0016702","MF","GO:0016702","oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen","1/620","28/22005",0.551002198940954,0.909802433126555,0.859637887941633,"CCD4",1
"GO:0016866","MF","GO:0016866","intramolecular transferase activity","2/620","66/22005",0.558579257498561,0.909802433126555,0.859637887941633,"NA/NA",2
"GO:0015399","MF","GO:0015399","primary active transmembrane transporter activity","6/620","214/22005",0.562202171851981,0.909802433126555,0.859637887941633,"ABCD2/ABCG7/ABCB14/SECE1/ALB3/ABCB29",6
"GO:0015252","MF","GO:0015252","proton channel activity","1/620","29/22005",0.563669015915819,0.909802433126555,0.859637887941633,"ATPD",1
"GO:0061135","MF","GO:0061135","endopeptidase regulator activity","1/620","29/22005",0.563669015915819,0.909802433126555,0.859637887941633,"ATTI2",1
"GO:0008242","MF","GO:0008242","omega peptidase activity","2/620","67/22005",0.566767535874048,0.909802433126555,0.859637887941633,"AMSH2/OTU3",2
"GO:0044389","MF","GO:0044389","ubiquitin-like protein ligase binding","2/620","67/22005",0.566767535874048,0.909802433126555,0.859637887941633,"ARK2/CBRLK1",2
"GO:0016791","MF","GO:0016791","phosphatase activity","9/620","327/22005",0.575495408243231,0.909802433126555,0.859637887941633,"ATPGLP1/cfbp1/PPH1/NA/PP1-AT/NA/AtTLP18.3/NA/APE2",9
"GO:0003680","MF","GO:0003680","minor groove of adenine-thymine-rich DNA binding","1/620","30/22005",0.575979045499555,0.909802433126555,0.859637887941633,"AHL9",1
"GO:0010181","MF","GO:0010181","FMN binding","1/620","30/22005",0.575979045499555,0.909802433126555,0.859637887941633,"AtPHOT2",1
"GO:0016405","MF","GO:0016405","CoA-ligase activity","1/620","30/22005",0.575979045499555,0.909802433126555,0.859637887941633,"AAE14",1
"GO:0048029","MF","GO:0048029","monosaccharide binding","1/620","30/22005",0.575979045499555,0.909802433126555,0.859637887941633,"NA",1
"GO:0016881","MF","GO:0016881","acid-amino acid ligase activity","1/620","31/22005",0.587942321576474,0.909802433126555,0.859637887941633,"DFL2",1
"GO:0030414","MF","GO:0030414","peptidase inhibitor activity","1/620","31/22005",0.587942321576474,0.909802433126555,0.859637887941633,"ATTI2",1
"GO:0070566","MF","GO:0070566","adenylyltransferase activity","1/620","31/22005",0.587942321576474,0.909802433126555,0.859637887941633,"ADG2",1
"GO:1902936","MF","GO:1902936","phosphatidylinositol bisphosphate binding","1/620","31/22005",0.587942321576474,0.909802433126555,0.859637887941633,"PICALM2b",1
"GO:0016746","MF","GO:0016746","transferase activity, transferring acyl groups","11/620","404/22005",0.588674546127664,0.909802433126555,0.859637887941633,"scpl4/NA/LIP2/NA/NA/ACT1/scpl6/ATNSI/AtNAA70/NA/NA",11
"GO:0005319","MF","GO:0005319","lipid transporter activity","2/620","70/22005",0.590670674974931,0.909802433126555,0.859637887941633,"LTP5/ABCD2",2
"GO:0005198","MF","GO:0005198","structural molecule activity","12/620","442/22005",0.593056464235843,0.909802433126555,0.859637887941633,"SSR16/RPL32/RPS9/ATCNFU3/NA/RPL27/EMB3126/EMB2394/PRPL29/PRPL34/PRPL3/GHS1",12
"GO:0004888","MF","GO:0004888","transmembrane signaling receptor activity","3/620","109/22005",0.596477382136843,0.909802433126555,0.859637887941633,"ARK2/LecRK-I.3/LecRK-V.9",3
"GO:0043175","MF","GO:0043175","RNA polymerase core enzyme binding","1/620","32/22005",0.599568596293074,0.909802433126555,0.859637887941633,"NA",1
"GO:0000978","MF","GO:0000978","RNA polymerase II cis-regulatory region sequence-specific DNA binding","3/620","110/22005",0.602677286207141,0.909802433126555,0.859637887941633,"NF-YC12/BLH2/NF-YC4",3
